,author,likes,tags,text
184,"J.R.R. Tolkien,",19424,"['bilbo', 'journey', 'lost', 'quest', 'travel', 'wander']",Not all those who wander are lost.
185,Marilyn Monroe,19372,['attributed-no-source'],"A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left."
186,"John Green,",19066,"['compassion', 'life', 'suffering']",The only way out of the labyrinth of suffering is to forgive.
187,"Cassandra Clare,",19030,['books'],"One must always be careful of books,"" said Tessa, ""and what is inside them, for words have the power to change us."
188,"J.K. Rowling,",18969,['live-death-love'],"Do not pity the dead, Harry. Pity the living, and, above all those who live without love."
189,Marilyn Monroe,18776,['attributed-no-source'],"I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love."
190,"C.S. Lewis,",18719,['love'],"To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable."
191,"J.K. Rowling,",18710,"['dumbledore', 'life', 'love', 'snape']","Dumbledore watched her fly away, and as her silvery glow faded he turned back to Snape, and his eyes were full of tears"
192,George Carlin,18701,"['humor', 'insanity', 'lies', 'lying', 'self-indulgence', 'truth']",The reason I talk to myself is because I’m the only one whose answers I accept.
193,"Bessie Anderson Stanley,",18695,"['life', 'misattributed-to-emerson', 'success', 'widely-misattributed']","He has achieved success who has lived well, laughed often, and loved much"
194,Benjamin Franklin Wade,18623,"['humor', 'misattributed-mark-twain', 'philosophy', 'theology']",Go to heaven for the climate and hell for the company.
195,Rosemarie Urquico,18522,['18522 likes'],You should date a girl who reads
196,"Jess C. Scott,",18448,"['desire', 'emotion', 'friendship', 'honesty', 'imagination', 'individuality', 'life', 'love', 'passion', 'reality', 'relationships', 'romance', 'truth', 'wisdom', 'wise-words']","When someone loves you, the way they talk about you is different. You feel safe and comfortable."
197,Ernest Hemingway,18409,"['good', 'writing']",There is nothing to writing. All you do is sit down at a typewriter and bleed.
198,Toni Morrison,18347,"['books', 'writing']","If there's a book that you want to read, but it hasn't been written yet, then you must write it."
199,Charles M. Schulz,18223,"['humor', 'mankind', 'people']",I love mankind ... it's people I can't stand!!
200,John Lennon,18196,"['beatles', 'connection', 'dreamers', 'dreaming', 'dreams', 'hope', 'inspirational', 'peace']","You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one."
201,"Suzanne Collins,",18176,['the-hunger-games'],You don’t forget the face of the person who was your last hope.
202,W.C. Fields,18033,"['humor', 'sinister']",I am free of all prejudice. I hate everyone equally. 
203,"Neil Gaiman,",18025,"['dying', 'facts', 'fame', 'knowing', 'love', 'poverty', 'reality', 'school', 'teach', 'wealth']",I've been making a list of the things they don't teach you at school. They don't teach you how to love somebody. They don't teach you how to be famous. They don't teach you how to be rich or how to be poor. They don't teach you how to walk away from someone you don't love any longer. They don't teach you how to know what's going on in someone else's mind. They don't teach you what to say to someone who's dying. They don't teach you anything worth knowing.
204,Mark Twain,17740,"['books', 'classic', 'reading']",′Classic′ - a book which people praise and don't read.
205,"Paulo Coelho,",17659,['inspirational'],"And, when you want something, all the universe conspires in helping you to achieve it."
206,"Suzanne Collins,",17591,['humor'],"Remember, we're madly in love, so it's all right to kiss me anytime you feel like it."
207,"John Green,",17533,"['humans', 'pain', 'scars']",The marks humans leave are too often scars.
208,Ralph Waldo Emerson,17516,"['life', 'regrets']",Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.
209,Mark Twain,17438,"['attributed-no-source', 'education']",I have never let my schooling interfere with my education.
210,"John Green,",17328,['17328 likes'],What a slut time is. She screws everybody.
211,"Jane Austen,",17295,"['books', 'library', 'reading']","I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library."
212,"J.R.R. Tolkien,",17239,"['adventuring', 'death', 'time']","I wish it need not have happened in my time,"" said Frodo"
213,"Harper Lee,",16937,['better-life-empathy'],You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.
214,"J.M. Barrie,",16900,"['adventure', 'love']",To die will be an awfully big adventure.
215,"John Green,",16842,"['books', 'reading']",Books are the ultimate Dumpees: put them down and they’ll wait for you forever; pay attention to them and they always love you back.
216,E.E. Cummings,16728,"['attributed-no-source', 'courage']",It takes courage to grow up and become who you really are.
217,Linda Grayson,16717,"['chocolate', 'friendship']","There is nothing better than a friend, unless it is a friend with chocolate."
218,"Ayn Rand,",16684,['16684 likes'],"[Dean] “My dear fellow, who will let you?"
219,Albert Einstein,16677,"['attributed-no-source', 'mistakes']",Anyone who has never made a mistake has never tried anything new.
220,"Veronica Roth,",16645,"['inspirational-quotes', 'strength-and-courage']","We believe in ordinary acts of bravery, in the courage that drives one person to stand up for another."
221,"Jane Austen,",16593,"['humor', 'love', 'romantic', 'women']","A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment."
222,"John Green,",16486,['infinity'],"There are infinite numbers between 0 and 1. There's .1 and .12 and .112 and an infinite collection of others. Of course, there is a bigger infinite set of numbers between 0 and 2, or between 0 and a million. Some infinities are bigger than other infinities. A writer we used to like taught us that. There are days, many of them, when I resent the size of my unbounded set. I want more numbers than I'm likely to get, and God, I want more numbers for Augustus Waters than he got. But, Gus, my love, I cannot tell you how thankful I am for our little infinity. I wouldn't trade it for the world. You gave me a forever within the numbered days, and I'm grateful."
223,Madeleine L'Engle,16476,"['books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing']","You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children."
224,"Marianne Williamson,",16470,"['akeelah', 'fear', 'inspirational']","Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, 'Who am I to be brilliant, gorgeous, talented, fabulous?' Actually, who are you not to be? You are a child of God. Your playing small does not serve the world. There is nothing enlightened about shrinking so that other people won't feel insecure around you. We are all meant to shine, as children do. We were born to make manifest the glory of God that is within us. It's not just in some of us; it's in everyone. And as we let our own light shine, we unconsciously give other people permission to do the same. As we are liberated from our own fear, our presence automatically liberates others."
225,"Stephen Chbosky,",16383,['infinity'],"And in that moment, I swear we were infinite."
226,"Jimi Hendrix,",16382,"['death', 'life']","I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to."
227,"Nicholas Sparks,",16350,"['love', 'marriage']","So it's not gonna be easy. It's going to be really hard; we're gonna have to work at this everyday, but I want to do that because I want you. I want all of you, forever, everyday. You and me... everyday."
